1.657483428716659546e-01,1.664872169494628906e-01
7.998359799385070801e-01,4.708084166049957275e-01
4.754378497600555420e-01,7.106533050537109375e-01
2.737022936344146729e-01,3.026823401451110840e-01
5.162778496742248535e-01,7.169506549835205078e-01
7.337421178817749023e-01,7.421292066574096680e-01
9.107151627540588379e-02,9.161610156297683716e-02
3.149555623531341553e-01,3.567127883434295654e-01
7.211386561393737793e-01,9.259358644485473633e-01
4.189152717590332031e-01,4.074930548667907715e-01
2.609731256961822510e-01,2.677293121814727783e-01
6.328296065330505371e-01,4.455034732818603516e-01
7.368925809860229492e-01,4.676467478275299072e-01
4.597374498844146729e-01,6.002625226974487305e-01
7.431929707527160645e-01,8.607344031333923340e-01
9.002305865287780762e-01,6.507625579833984375e-01
3.937779366970062256e-01,5.813224315643310547e-01
3.528598248958587646e-01,5.118793845176696777e-01
4.440380632877349854e-01,5.844790339469909668e-01
7.778287529945373535e-01,6.665344834327697754e-01
3.433982431888580322e-01,3.535358309745788574e-01
8.123822808265686035e-01,8.330505490303039551e-01
1.941341906785964966e-01,1.145043671131134033e-01
3.431006148457527161e-02,3.454671055078506470e-02
6.896160840988159180e-01,9.155419468879699707e-01
7.526421546936035156e-01,7.704339623451232910e-01
6.864625811576843262e-01,7.389827370643615723e-01
1.594953835010528564e-01,9.719418734312057495e-02
3.811993896961212158e-01,5.781660676002502441e-01
5.949771404266357422e-01,5.181940197944641113e-01
4.946299269795417786e-02,5.630385875701904297e-02
5.823685526847839355e-01,5.055639147758483887e-01
9.480903744697570801e-01,9.533710479736328125e-01
2.068336755037307739e-01,2.137918025255203247e-01
8.217676877975463867e-01,9.513291716575622559e-01
8.858461976051330566e-01,7.892834544181823730e-01
7.494926452636718750e-01,8.576901555061340332e-01
1.626186370849609375e-01,1.478146314620971680e-01
4.534576833248138428e-01,5.971056818962097168e-01
2.259296327829360962e-01,2.074587643146514893e-01
2.768823504447937012e-01,2.867914736270904541e-01
4.817187786102294922e-01,3.725927174091339111e-01
6.833088397979736328e-01,8.485034108161926270e-01
2.641566395759582520e-01,2.518520653247833252e-01
6.738466024398803711e-01,6.444520354270935059e-01
4.148557409644126892e-02,3.805171698331832886e-02
3.276081383228302002e-01,3.312905430793762207e-01
7.746817469596862793e-01,5.434468388557434082e-01
9.193263053894042969e-01,8.515739440917968750e-01
6.359850764274597168e-01,8.728004693984985352e-01
6.296743154525756836e-01,4.771306216716766357e-01
3.264448419213294983e-02,4.176191240549087524e-02
5.068496465682983398e-01,7.075041532516479492e-01
7.809751629829406738e-01,7.830030918121337891e-01
6.549172997474670410e-01,8.392494916915893555e-01
2.291152477264404297e-01,2.011306732892990112e-01
9.543069005012512207e-01,9.553646445274353027e-01
5.540220737457275391e-01,6.192027926445007324e-01
6.801550388336181641e-01,6.886022090911865234e-01
2.864163517951965332e-01,1.979688555002212524e-01
4.000643193721771240e-01,5.655404329299926758e-01
4.628774225711822510e-01,3.058609068393707275e-01
5.099921226501464844e-01,3.344689905643463135e-01
6.283722817897796631e-02,8.346378803253173828e-02
5.603184103965759277e-01,7.232469320297241211e-01
3.370854556560516357e-01,3.757675886154174805e-01
3.780534267425537109e-01,5.592279434204101562e-01
5.037075281143188477e-01,3.249333202838897705e-01
1.688840389251708984e-01,1.385836899280548096e-01
3.402424156665802002e-01,3.471811413764953613e-01
5.666163563728332520e-01,7.452752590179443359e-01
5.157817155122756958e-02,5.191000923514366150e-02
5.792172551155090332e-01,8.018311262130737305e-01
8.973968029022216797e-01,8.299436569213867188e-01
7.400428652763366699e-01,7.735770940780639648e-01
8.155135512351989746e-01,7.767197489738464355e-01
7.010254263877868652e-02,8.615085482597351074e-02
3.117893636226654053e-01,3.281119763851165771e-01
7.305914759635925293e-01,9.101542234420776367e-01
9.320070147514343262e-01,9.381101727485656738e-01
4.251967966556549072e-01,4.486680626869201660e-01
6.170542836189270020e-01,4.233387410640716553e-01
7.904101014137268066e-01,5.245079398155212402e-01
8.769885897636413574e-01,7.138021588325500488e-01
8.342333436012268066e-01,5.339777469635009766e-01
1.022758707404136658e-01,1.057505384087562561e-01
8.061128258705139160e-01,7.986962199211120605e-01
7.715342640876770020e-01,5.150368213653564453e-01
1.501698046922683716e-01,2.201288193464279175e-01
9.654096364974975586e-01,9.645889997482299805e-01
2.577888965606689453e-01,2.391567528247833252e-01
6.422959566116333008e-01,6.791465878486633301e-01
9.166865944862365723e-01,8.698022365570068359e-01
5.918244123458862305e-01,7.547120451927185059e-01
5.508744716644287109e-01,8.143525719642639160e-01
6.580726504325866699e-01,8.933497667312622070e-01
7.771263271570205688e-02,5.856904387474060059e-02
