1.615147441625595093e-01,2.523526847362518311e-01
6.849437952041625977e-02,5.144132301211357117e-02
5.798962116241455078e-01,6.976556777954101562e-01
9.514513611793518066e-01,9.555223584175109863e-01
2.782448828220367432e-01,2.916947305202484131e-01
4.162069559097290039e-01,6.286391615867614746e-01
7.527009248733520508e-01,5.209218263626098633e-01
1.792278140783309937e-01,1.428835242986679077e-01
5.175139307975769043e-01,7.209378480911254883e-01
8.215489983558654785e-01,6.435290575027465820e-01
5.196276903152465820e-01,7.040097713470458984e-01
8.929970115423202515e-02,1.031242907047271729e-01
7.431378364562988281e-01,9.334974288940429688e-01
2.676951587200164795e-01,2.757445275783538818e-01
1.032832562923431396e-01,2.353494316339492798e-01
5.132867097854614258e-01,5.860362052917480469e-01
2.740253210067749023e-01,2.799979746341705322e-01
6.561104655265808105e-01,5.753728151321411133e-01
1.823673844337463379e-01,1.834784597158432007e-01
1.865583062171936035e-01,1.750731766223907471e-01
4.604840576648712158e-01,5.027524232864379883e-01
3.330464959144592285e-01,3.523032963275909424e-01
8.929651379585266113e-01,7.778739929199218750e-01
4.868749678134918213e-01,5.817714333534240723e-01
5.851849317550659180e-01,7.726171612739562988e-01
6.741299629211425781e-01,5.080969929695129395e-01
3.730441629886627197e-01,3.714559376239776611e-01
8.162859678268432617e-01,7.124766111373901367e-01
3.772537410259246826e-01,3.650701642036437988e-01
1.573713570833206177e-01,1.069587618112564087e-01
6.370432972908020020e-01,7.904741168022155762e-01
7.367625832557678223e-01,9.269134402275085449e-01
1.328099071979522705e-01,1.167057752609252930e-01
3.951471149921417236e-01,4.428988695144653320e-01
8.120687007904052734e-01,9.450695514678955078e-01
8.839134871959686279e-02,1.813745051622390747e-01
1.584061384201049805e-01,2.385365217924118042e-01
9.636230468750000000e-01,9.507911205291748047e-01
4.647049903869628906e-01,4.995455741882324219e-01
7.909165620803833008e-01,8.280598521232604980e-01
7.027751207351684570e-01,4.546507894992828369e-01
5.323118567466735840e-01,7.336178421974182129e-01
6.762507557868957520e-01,8.476614952087402344e-01
7.940950393676757812e-01,6.732699871063232422e-01
7.218891382217407227e-01,8.719645142555236816e-01
2.603089809417724609e-01,2.619212269783020020e-01
6.624689698219299316e-01,8.384059667587280273e-01
3.035506904125213623e-01,2.927580773830413818e-01
8.486989736557006836e-01,6.700861454010009766e-01
8.204971551895141602e-01,5.849701762199401855e-01
4.583738446235656738e-01,4.899244308471679688e-01
7.633248567581176758e-01,8.332400918006896973e-01
2.930092215538024902e-01,3.320976793766021729e-01
9.015604853630065918e-01,6.934178471565246582e-01
1.338204443454742432e-01,2.587315142154693604e-01
8.772286772727966309e-01,7.578793168067932129e-01
6.286817044019699097e-02,6.589158624410629272e-02
6.130181252956390381e-02,6.997504830360412598e-02
6.148111820220947266e-01,4.354230761528015137e-01
4.077815413475036621e-01,4.781650006771087646e-01
2.012616991996765137e-01,2.768079340457916260e-01
8.099582195281982422e-01,5.828378200531005859e-01
6.868571639060974121e-01,5.444229245185852051e-01
1.042372882366180420e-01,1.286597698926925659e-01
7.176403999328613281e-01,7.799757719039916992e-01
6.539912819862365723e-01,4.002149403095245361e-01
4.309575557708740234e-01,6.456550955772399902e-01
1.061527207493782043e-01,1.108313277363777161e-01
7.862491905689239502e-02,9.745007008314132690e-02
9.162625074386596680e-01,7.715651988983154297e-01
1.368599086999893188e-01,2.311011403799057007e-01
5.661467313766479492e-01,6.052181124687194824e-01
6.985294222831726074e-01,7.789248824119567871e-01
9.099303483963012695e-01,8.166212439537048340e-01
2.181102186441421509e-01,1.236485391855239868e-01
4.921559393405914307e-01,6.796357631683349609e-01
1.109822019934654236e-01,7.586991041898727417e-02
2.370938360691070557e-01,2.173050343990325928e-01
3.541003763675689697e-01,3.682628870010375977e-01
9.555125236511230469e-01,9.675492644309997559e-01
7.675733566284179688e-01,5.583016276359558105e-01
7.887967824935913086e-01,9.120978713035583496e-01
6.476347446441650391e-01,7.557719945907592773e-01
7.760673165321350098e-01,5.721728801727294922e-01
8.841773271560668945e-01,7.599862813949584961e-01
4.372816979885101318e-01,4.749579131603240967e-01
5.460555553436279297e-01,4.130105376243591309e-01
7.006520628929138184e-01,5.412193536758422852e-01
6.571701169013977051e-01,7.526100873947143555e-01
7.866765856742858887e-01,5.892343521118164062e-01
7.144544720649719238e-01,7.999059557914733887e-01
1.740032732486724854e-01,1.583665907382965088e-01
5.418264865875244141e-01,7.652513980865478516e-01
3.740964829921722412e-01,4.076779484748840332e-01
1.855100840330123901e-01,2.024753093719482422e-01
5.925900936126708984e-01,4.236801266670227051e-01
8.507670760154724121e-01,7.473378777503967285e-01
7.463257312774658203e-01,9.047896265983581543e-01
6.116361618041992188e-01,5.881683826446533203e-01
2.423695921897888184e-01,3.097701370716094971e-01
6.031704545021057129e-01,8.466361165046691895e-01
3.602300211787223816e-02,3.250784054398536682e-02
5.231136083602905273e-02,5.360403656959533691e-02
4.151536822319030762e-01,6.307669281959533691e-01
8.568604290485382080e-02,9.187745302915573120e-02
2.814092338085174561e-01,3.118965029716491699e-01
5.671738088130950928e-02,6.428933143615722656e-02
8.517996072769165039e-01,6.891787052154541016e-01
9.412341117858886719e-01,9.038627147674560547e-01
4.636496305465698242e-01,4.599940180778503418e-01
8.661423921585083008e-01,7.145926356315612793e-01
8.278500437736511230e-01,8.548142910003662109e-01
4.878146946430206299e-02,5.581276491284370422e-02
6.222204566001892090e-01,7.251660227775573730e-01
3.993580937385559082e-01,4.525137841701507568e-01
8.152321577072143555e-01,9.435886740684509277e-01
9.349583387374877930e-01,8.259841203689575195e-01
4.953248500823974609e-01,6.902385950088500977e-01
6.010541915893554688e-01,7.915229201316833496e-01
7.824341654777526855e-01,7.810263633728027344e-01
4.947691783308982849e-02,3.588939830660820007e-02
7.229512929916381836e-01,7.747201919555664062e-01
3.900291398167610168e-02,4.657888785004615784e-02
3.562053143978118896e-01,3.671986460685729980e-01
6.084613204002380371e-01,4.247473478317260742e-01
5.513423681259155273e-01,5.636375546455383301e-01
8.890813589096069336e-01,8.249455690383911133e-01
1.198084950447082520e-01,2.204869389533996582e-01
3.793586194515228271e-01,3.565583527088165283e-01
6.605624407529830933e-02,8.551786094903945923e-02
